Customer ID,Signup Date,Acquisition Month,Channel,CAC CAD,Activated,Activation Date,Active Day 30,Active Day 60,Active Day 90,Active Day 180,Days Active,Monthly Revenue CAD,Customer Segment
NP01285,2025-02-20,2025-02,Paid Social,59.42,Yes,2025-02-22,No,No,No,No,10,1.9529999999999998,Churned
NP01786,2025-02-20,2025-02,Referral,49.7,No,,No,No,No,No,0,0,Churned
NP01130,2025-02-21,2025-02,Referral,44.85,No,,No,No,No,No,0,0,Churned
NP00052,2025-02-22,2025-02,Email Campaign,20.14,No,,No,No,No,No,0,0,Churned
NP00064,2025-02-22,2025-02,Paid Social,104.06,No,,No,No,No,No,0,0,Churned
NP01828,2025-02-22,2025-02,Paid Social,110.41,No,,No,No,No,No,0,0,Churned
NP02394,2025-02-22,2025-02,Organic Search,28.09,Yes,2025-02-24,No,No,No,No,9,3.642,Churned
NP00070,2025-02-23,2025-02,Organic Search,32.55,Yes,2025-02-25,No,No,No,No,9,0,Churned
NP00264,2025-02-23,2025-02,Paid Social,45.32,No,,No,No,No,No,0,0,Churned
NP00841,2025-02-23,2025-02,Email Campaign,11.2,Yes,2025-02-23,No,No,No,No,9,0.825,Churned
NP01467,2025-02-23,2025-02,Email Campaign,11.86,Yes,2025-02-23,No,No,No,No,3,4.545,Churned
NP01535,2025-02-23,2025-02,Paid Social,83.84,No,,No,No,No,No,0,0,Churned
NP01684,2025-02-23,2025-02,Referral,61.62,Yes,2025-02-24,No,No,No,No,1,5.586,Churned
NP01708,2025-02-23,2025-02,Organic Search,18.08,No,,No,No,No,No,0,0,Churned
NP01808,2025-02-23,2025-02,Paid Social,101.93,Yes,2025-02-25,Yes,Yes,Yes,Yes,132,0,Low Value
NP01968,2025-02-23,2025-02,Paid Social,98.11,No,,No,No,No,No,0,0,Churned
NP02215,2025-02-23,2025-02,Paid Social,104.85,Yes,2025-02-26,No,No,No,No,6,2.307,Churned
NP02223,2025-02-23,2025-02,Organic Search,31.9,Yes,2025-02-26,Yes,Yes,Yes,Yes,158,14.44,Medium Value
NP00345,2025-02-24,2025-02,Paid Social,72.7,Yes,2025-02-24,No,No,No,No,5,0,Churned
NP00405,2025-02-24,2025-02,Paid Social,111.14,No,,No,No,No,No,0,0,Churned
NP01150,2025-02-24,2025-02,Paid Social,128.1,Yes,2025-02-24,No,No,No,No,3,2.595,Churned
NP01314,2025-02-24,2025-02,Organic Search,28.19,No,,No,No,No,No,0,0,Churned
NP01511,2025-02-24,2025-02,Organic Search,35.75,Yes,2025-02-25,Yes,No,No,No,28,2.796,Churned
NP02164,2025-02-24,2025-02,Paid Social,54.57,Yes,2025-02-25,No,No,No,No,2,4.59,Churned
NP02351,2025-02-24,2025-02,Organic Search,58.3,No,,No,No,No,No,0,0,Churned
NP00004,2025-02-25,2025-02,Paid Social,59.65,No,,No,No,No,No,0,0,Churned
NP00066,2025-02-26,2025-02,Paid Social,68.73,No,,No,No,No,No,0,0,Churned
NP00513,2025-02-26,2025-02,Paid Social,65.22,Yes,2025-02-26,No,No,No,No,1,4.014,Churned
NP01071,2025-02-26,2025-02,Organic Search,38.72,Yes,2025-02-26,Yes,No,No,No,18,9.764999999999999,Churned
NP01487,2025-02-26,2025-02,Organic Search,50.84,Yes,2025-02-26,No,No,No,No,1,8.514,Churned
NP02200,2025-02-26,2025-02,Organic Search,23.67,Yes,2025-02-28,No,No,No,No,2,7.128,Churned
NP00033,2025-02-27,2025-02,Paid Social,56.11,Yes,2025-02-28,No,No,No,No,9,3.3569999999999998,Churned
NP00307,2025-02-27,2025-02,Paid Social,93.68,No,,No,No,No,No,0,0,Churned
NP01231,2025-02-27,2025-02,Organic Search,38.07,No,,No,No,No,No,0,0,Churned
NP01939,2025-02-27,2025-02,Referral,42.91,Yes,2025-03-01,Yes,Yes,Yes,Yes,167,33.95,High Value
NP00291,2025-02-28,2025-02,Paid Social,83.95,No,,No,No,No,No,0,0,Churned
NP00364,2025-02-28,2025-02,Organic Search,24.95,Yes,2025-02-28,Yes,Yes,Yes,No,68,16.24,Medium Value
NP00532,2025-02-28,2025-02,Organic Search,42.27,No,,No,No,No,No,0,0,Churned
NP00886,2025-02-28,2025-02,Referral,38.83,Yes,2025-03-03,No,No,No,No,2,3.3299999999999996,Churned
NP01131,2025-02-28,2025-02,Paid Social,109.1,No,,No,No,No,No,0,0,Churned
NP01183,2025-02-28,2025-02,Referral,68.81,No,,No,No,No,No,0,0,Churned
NP01810,2025-02-28,2025-02,Paid Social,97.99,Yes,2025-03-02,Yes,No,No,No,13,5.874,Churned
NP02132,2025-02-28,2025-02,Referral,42.61,Yes,2025-02-28,Yes,Yes,Yes,Yes,142,6.42,Low Value
NP01086,2025-03-01,2025-03,Email Campaign,16.63,No,,No,No,No,No,0,0,Churned
NP01106,2025-03-01,2025-03,Organic Search,43.18,Yes,2025-03-02,Yes,Yes,Yes,Yes,179,0,Low Value
NP01235,2025-03-01,2025-03,Organic Search,26.66,Yes,2025-03-01,No,No,No,No,8,4.26,Churned
NP01330,2025-03-01,2025-03,Referral,34.6,Yes,2025-03-01,Yes,No,No,No,30,14.927999999999999,Churned
NP00005,2025-03-02,2025-03,Referral,36.15,Yes,2025-03-04,Yes,Yes,Yes,Yes,140,25.92,High Value
NP00363,2025-03-02,2025-03,Organic Search,20.88,No,,No,No,No,No,0,0,Churned
NP00687,2025-03-02,2025-03,Referral,67.99,Yes,2025-03-05,No,No,No,No,5,9.677999999999999,Churned
NP01409,2025-03-02,2025-03,Paid Social,104.83,Yes,2025-03-02,No,No,No,No,9,0,Churned
NP02119,2025-03-02,2025-03,Paid Social,74.48,No,,No,No,No,No,0,0,Churned
NP02121,2025-03-02,2025-03,Organic Search,31.66,Yes,2025-03-05,No,No,No,No,3,6.315,Churned
NP00065,2025-03-03,2025-03,Organic Search,35.89,Yes,2025-03-04,Yes,Yes,Yes,Yes,166,2.98,Low Value
NP01613,2025-03-03,2025-03,Organic Search,34.96,No,,No,No,No,No,0,0,Churned
NP01821,2025-03-03,2025-03,Organic Search,36.73,No,,No,No,No,No,0,0,Churned
NP01848,2025-03-03,2025-03,Email Campaign,16.16,Yes,2025-03-04,No,No,No,No,6,1.224,Churned
NP00176,2025-03-04,2025-03,Referral,56.04,Yes,2025-03-04,Yes,No,No,No,24,7.892999999999999,Churned
NP00673,2025-03-04,2025-03,Referral,58.75,Yes,2025-03-05,Yes,Yes,Yes,Yes,137,12.17,Medium Value
NP00709,2025-03-04,2025-03,Paid Social,98.3,Yes,2025-03-07,No,No,No,No,4,2.343,Churned
NP00872,2025-03-04,2025-03,Paid Social,62.6,No,,No,No,No,No,0,0,Churned
NP01214,2025-03-04,2025-03,Organic Search,40.86,No,,No,No,No,No,0,0,Churned
NP01491,2025-03-04,2025-03,Email Campaign,21.71,Yes,2025-03-06,No,No,No,No,7,0,Churned
NP00500,2025-03-05,2025-03,Paid Social,121.71,Yes,2025-03-07,No,No,No,No,8,6.7829999999999995,Churned
NP00934,2025-03-05,2025-03,Organic Search,32.31,Yes,2025-03-08,Yes,Yes,Yes,Yes,137,26.51,High Value
NP01250,2025-03-06,2025-03,Paid Social,124.88,Yes,2025-03-07,No,No,No,No,10,3.243,Churned
NP01373,2025-03-06,2025-03,Referral,31.97,Yes,2025-03-09,Yes,Yes,Yes,Yes,147,28.57,High Value
NP02001,2025-03-06,2025-03,Paid Social,82.88,Yes,2025-03-07,No,No,No,No,6,5.582999999999999,Churned
NP02126,2025-03-06,2025-03,Email Campaign,10.7,Yes,2025-03-06,No,No,No,No,4,0.549,Churned
NP00087,2025-03-07,2025-03,Organic Search,20.66,No,,No,No,No,No,0,0,Churned
NP00706,2025-03-07,2025-03,Email Campaign,7.71,Yes,2025-03-07,No,No,No,No,5,4.941,Churned
NP00857,2025-03-07,2025-03,Referral,52.77,Yes,2025-03-07,Yes,Yes,Yes,Yes,128,7.57,Low Value
NP01621,2025-03-07,2025-03,Paid Social,117.49,No,,No,No,No,No,0,0,Churned
NP01623,2025-03-07,2025-03,Paid Social,79.47,No,,No,No,No,No,0,0,Churned
NP02173,2025-03-07,2025-03,Referral,53.24,No,,No,No,No,No,0,0,Churned
NP01327,2025-03-08,2025-03,Paid Social,98.76,No,,No,No,No,No,0,0,Churned
NP01424,2025-03-08,2025-03,Paid Social,91.57,No,,No,No,No,No,0,0,Churned
NP01594,2025-03-08,2025-03,Paid Social,98.4,No,,No,No,No,No,0,0,Churned
NP01757,2025-03-08,2025-03,Referral,50.6,Yes,2025-03-10,Yes,Yes,Yes,No,114,24.49,Medium Value
NP02088,2025-03-08,2025-03,Paid Social,78.86,No,,No,No,No,No,0,0,Churned
NP02354,2025-03-08,2025-03,Organic Search,48.09,Yes,2025-03-11,No,No,No,No,10,9.860999999999999,Churned
NP01587,2025-03-09,2025-03,Paid Social,97.6,No,,No,No,No,No,0,0,Churned
NP01954,2025-03-09,2025-03,Organic Search,42.6,Yes,2025-03-12,Yes,No,No,No,23,9.714,Churned
NP00228,2025-03-10,2025-03,Organic Search,28.3,No,,No,No,No,No,0,0,Churned
NP00607,2025-03-10,2025-03,Organic Search,39.62,Yes,2025-03-11,No,No,No,No,9,9.699,Churned
NP02306,2025-03-10,2025-03,Organic Search,23.89,Yes,2025-03-10,No,No,No,No,5,6.938999999999999,Churned
NP02346,2025-03-10,2025-03,Organic Search,42.44,Yes,2025-03-12,Yes,Yes,Yes,Yes,167,18.92,Medium Value
NP00133,2025-03-11,2025-03,Paid Social,82.87,Yes,2025-03-14,Yes,Yes,No,No,37,4.368,Churned
NP00606,2025-03-11,2025-03,Referral,47.51,Yes,2025-03-12,Yes,No,No,No,22,7.4639999999999995,Churned
NP01095,2025-03-11,2025-03,Organic Search,35.05,No,,No,No,No,No,0,0,Churned
NP01237,2025-03-11,2025-03,Paid Social,99.0,Yes,2025-03-13,Yes,Yes,Yes,Yes,141,9.51,Low Value
NP01413,2025-03-11,2025-03,Referral,52.84,Yes,2025-03-13,Yes,Yes,Yes,Yes,124,36.88,High Value
NP01673,2025-03-11,2025-03,Paid Social,67.79,Yes,2025-03-13,No,No,No,No,10,1.092,Churned
NP00120,2025-03-13,2025-03,Paid Social,43.24,No,,No,No,No,No,0,0,Churned
NP00565,2025-03-13,2025-03,Paid Social,61.78,No,,No,No,No,No,0,0,Churned
NP01872,2025-03-13,2025-03,Email Campaign,18.75,No,,No,No,No,No,0,0,Churned
NP00103,2025-03-14,2025-03,Referral,56.9,Yes,2025-03-14,No,No,No,No,7,3.438,Churned
NP00204,2025-03-14,2025-03,Paid Social,100.58,Yes,2025-03-17,Yes,Yes,Yes,No,112,5.64,Low Value
NP00601,2025-03-14,2025-03,Referral,57.44,Yes,2025-03-15,Yes,Yes,Yes,Yes,147,16.95,Medium Value
NP00658,2025-03-14,2025-03,Referral,45.62,Yes,2025-03-16,Yes,Yes,Yes,Yes,158,23.47,Medium Value
NP00801,2025-03-14,2025-03,Paid Social,109.49,No,,No,No,No,No,0,0,Churned
NP01326,2025-03-14,2025-03,Email Campaign,23.29,Yes,2025-03-14,No,No,No,No,9,2.391,Churned
NP02254,2025-03-14,2025-03,Referral,72.93,Yes,2025-03-15,No,No,No,No,3,9.687,Churned
NP02325,2025-03-14,2025-03,Paid Social,109.96,Yes,2025-03-17,Yes,Yes,No,No,58,6.603000000000001,Churned
NP00181,2025-03-15,2025-03,Organic Search,26.37,No,,No,No,No,No,0,0,Churned
NP00249,2025-03-15,2025-03,Email Campaign,7.73,Yes,2025-03-18,No,No,No,No,8,1.7309999999999999,Churned
NP00436,2025-03-15,2025-03,Email Campaign,24.59,No,,No,No,No,No,0,0,Churned
NP00505,2025-03-15,2025-03,Paid Social,62.61,No,,No,No,No,No,0,0,Churned
NP01346,2025-03-15,2025-03,Paid Social,86.12,No,,No,No,No,No,0,0,Churned
NP01393,2025-03-15,2025-03,Email Campaign,8.9,No,,No,No,No,No,0,0,Churned
NP00421,2025-03-16,2025-03,Referral,34.64,Yes,2025-03-18,No,No,No,No,2,5.604,Churned
NP00599,2025-03-16,2025-03,Paid Social,108.49,No,,No,No,No,No,0,0,Churned
NP00880,2025-03-16,2025-03,Paid Social,99.47,No,,No,No,No,No,0,0,Churned
NP01188,2025-03-16,2025-03,Referral,26.43,Yes,2025-03-19,Yes,No,No,No,18,6.944999999999999,Churned
NP01932,2025-03-16,2025-03,Paid Social,64.73,No,,No,No,No,No,0,0,Churned
NP01977,2025-03-16,2025-03,Referral,55.01,Yes,2025-03-16,Yes,Yes,Yes,Yes,139,36.68,High Value
NP02148,2025-03-16,2025-03,Organic Search,34.61,Yes,2025-03-18,Yes,Yes,No,No,33,8.549999999999999,Churned
NP00022,2025-03-17,2025-03,Referral,47.94,Yes,2025-03-19,Yes,Yes,Yes,Yes,170,32.89,High Value
NP01776,2025-03-17,2025-03,Email Campaign,14.62,Yes,2025-03-18,Yes,Yes,No,No,49,4.071,Churned
NP02053,2025-03-17,2025-03,Referral,72.32,Yes,2025-03-18,Yes,Yes,Yes,Yes,126,16.96,Medium Value
NP00212,2025-03-18,2025-03,Email Campaign,18.23,Yes,2025-03-19,No,No,No,No,9,1.926,Churned
NP00268,2025-03-18,2025-03,Email Campaign,26.12,No,,No,No,No,No,0,0,Churned
NP00899,2025-03-18,2025-03,Organic Search,47.52,No,,No,No,No,No,0,0,Churned
NP02274,2025-03-18,2025-03,Paid Social,44.85,Yes,2025-03-19,No,No,No,No,1,4.082999999999999,Churned
NP00061,2025-03-19,2025-03,Organic Search,17.24,Yes,2025-03-20,No,No,No,No,6,4.734,Churned
NP00205,2025-03-19,2025-03,Organic Search,32.89,Yes,2025-03-22,No,No,No,No,8,7.233,Churned
NP00320,2025-03-19,2025-03,Referral,61.26,Yes,2025-03-20,Yes,Yes,Yes,Yes,127,36.02,High Value
NP00848,2025-03-19,2025-03,Paid Social,66.16,Yes,2025-03-19,No,No,No,No,2,1.107,Churned
NP01637,2025-03-19,2025-03,Paid Social,107.39,No,,No,No,No,No,0,0,Churned
NP02003,2025-03-19,2025-03,Organic Search,33.81,Yes,2025-03-20,No,No,No,No,10,5.582999999999999,Churned
NP02308,2025-03-19,2025-03,Organic Search,54.29,Yes,2025-03-21,Yes,No,No,No,18,6.138,Churned
NP00624,2025-03-20,2025-03,Organic Search,32.84,Yes,2025-03-21,Yes,Yes,Yes,Yes,164,26.53,High Value
NP00685,2025-03-20,2025-03,Referral,75.46,Yes,2025-03-22,Yes,Yes,Yes,Yes,137,26.06,High Value
NP01567,2025-03-20,2025-03,Paid Social,78.57,Yes,2025-03-21,Yes,Yes,Yes,No,69,15.51,Medium Value
NP01731,2025-03-20,2025-03,Email Campaign,16.44,No,,No,No,No,No,0,0,Churned
NP01838,2025-03-20,2025-03,Referral,51.09,Yes,2025-03-21,Yes,Yes,Yes,Yes,143,31.72,High Value
NP02015,2025-03-20,2025-03,Paid Social,83.97,No,,No,No,No,No,0,0,Churned
NP02214,2025-03-20,2025-03,Email Campaign,11.88,No,,No,No,No,No,0,0,Churned
NP00097,2025-03-21,2025-03,Organic Search,22.89,Yes,2025-03-21,Yes,No,No,No,11,7.164,Churned
NP00178,2025-03-21,2025-03,Paid Social,92.43,No,,No,No,No,No,0,0,Churned
NP01121,2025-03-21,2025-03,Organic Search,41.11,Yes,2025-03-22,Yes,Yes,Yes,Yes,164,43.33,High Value
NP00111,2025-03-22,2025-03,Organic Search,34.18,Yes,2025-03-23,Yes,Yes,Yes,Yes,151,34.3,High Value
NP00487,2025-03-22,2025-03,Paid Social,80.19,Yes,2025-03-24,No,No,No,No,5,2.6519999999999997,Churned
NP01419,2025-03-22,2025-03,Organic Search,33.82,Yes,2025-03-25,Yes,Yes,Yes,Yes,165,47.92,High Value
NP01683,2025-03-22,2025-03,Organic Search,31.69,Yes,2025-03-24,Yes,Yes,Yes,Yes,122,15.4,Medium Value
NP00073,2025-03-23,2025-03,Organic Search,31.63,No,,No,No,No,No,0,0,Churned
NP00256,2025-03-23,2025-03,Organic Search,27.27,Yes,2025-03-24,No,No,No,No,9,5.232,Churned
NP00448,2025-03-23,2025-03,Paid Social,91.59,Yes,2025-03-26,Yes,Yes,Yes,Yes,146,21.17,Medium Value
NP00689,2025-03-23,2025-03,Referral,58.23,No,,No,No,No,No,0,0,Churned
NP01203,2025-03-23,2025-03,Organic Search,32.27,Yes,2025-03-26,No,No,No,No,1,2.352,Churned
NP02081,2025-03-23,2025-03,Referral,78.6,No,,No,No,No,No,0,0,Churned
NP02291,2025-03-23,2025-03,Paid Social,81.69,No,,No,No,No,No,0,0,Churned
NP00075,2025-03-24,2025-03,Organic Search,11.91,Yes,2025-03-27,Yes,Yes,Yes,Yes,132,28.24,High Value
NP00550,2025-03-24,2025-03,Email Campaign,19.53,Yes,2025-03-26,Yes,No,No,No,26,0.897,Churned
NP02089,2025-03-24,2025-03,Organic Search,29.19,Yes,2025-03-24,Yes,Yes,Yes,No,80,17.67,Medium Value
NP00491,2025-03-25,2025-03,Paid Social,100.12,Yes,2025-03-27,No,No,No,No,1,5.358,Churned
NP01227,2025-03-25,2025-03,Paid Social,94.73,No,,No,No,No,No,0,0,Churned
NP02152,2025-03-25,2025-03,Paid Social,101.81,No,,No,No,No,No,0,0,Churned
NP02165,2025-03-25,2025-03,Referral,54.31,Yes,2025-03-25,Yes,Yes,Yes,Yes,179,21.29,Medium Value
NP00859,2025-03-26,2025-03,Referral,67.39,Yes,2025-03-26,Yes,Yes,Yes,Yes,157,29.25,High Value
NP01298,2025-03-26,2025-03,Email Campaign,13.44,Yes,2025-03-28,Yes,Yes,Yes,Yes,176,8.51,Low Value
NP01550,2025-03-26,2025-03,Organic Search,38.69,Yes,2025-03-26,Yes,Yes,Yes,Yes,160,4.44,Low Value
NP01868,2025-03-26,2025-03,Paid Social,63.69,No,,No,No,No,No,0,0,Churned
NP02379,2025-03-26,2025-03,Organic Search,32.06,Yes,2025-03-26,No,No,No,No,8,0.6209999999999999,Churned
NP00411,2025-03-27,2025-03,Paid Social,62.39,No,,No,No,No,No,0,0,Churned
NP00676,2025-03-27,2025-03,Referral,21.6,Yes,2025-03-28,No,No,No,No,4,1.173,Churned
NP01061,2025-03-27,2025-03,Organic Search,58.09,Yes,2025-03-29,Yes,No,No,No,20,6.848999999999999,Churned
NP01379,2025-03-27,2025-03,Organic Search,50.68,No,,No,No,No,No,0,0,Churned
NP02300,2025-03-27,2025-03,Email Campaign,11.58,Yes,2025-03-30,No,No,No,No,2,4.226999999999999,Churned
NP00452,2025-03-28,2025-03,Referral,68.82,Yes,2025-03-31,Yes,Yes,Yes,No,99,9.0,Low Value
NP00908,2025-03-28,2025-03,Paid Social,74.81,Yes,2025-03-30,Yes,No,No,No,23,5.481,Churned
NP00955,2025-03-28,2025-03,Organic Search,40.5,Yes,2025-03-29,Yes,Yes,Yes,Yes,170,21.32,Medium Value
NP00488,2025-03-29,2025-03,Organic Search,37.15,Yes,2025-03-31,No,No,No,No,7,4.6739999999999995,Churned
NP02098,2025-03-29,2025-03,Organic Search,26.45,Yes,2025-03-31,No,No,No,No,8,2.2169999999999996,Churned
NP02116,2025-03-29,2025-03,Paid Social,72.17,No,,No,No,No,No,0,0,Churned
NP02333,2025-03-29,2025-03,Paid Social,81.8,Yes,2025-03-29,No,No,No,No,9,5.673,Churned
NP00392,2025-03-30,2025-03,Organic Search,48.91,Yes,2025-04-02,No,No,No,No,4,9.693,Churned
NP00747,2025-03-30,2025-03,Email Campaign,17.66,Yes,2025-03-31,No,No,No,No,8,5.646,Churned
NP01733,2025-03-30,2025-03,Referral,55.89,No,,No,No,No,No,0,0,Churned
NP01787,2025-03-30,2025-03,Referral,56.77,Yes,2025-03-30,Yes,Yes,Yes,Yes,136,24.86,Medium Value
NP00238,2025-03-31,2025-03,Paid Social,57.67,Yes,2025-03-31,Yes,Yes,No,No,42,5.007000000000001,Churned
NP00745,2025-03-31,2025-03,Email Campaign,14.46,Yes,2025-04-03,No,No,No,No,8,3.963,Churned
NP00878,2025-03-31,2025-03,Organic Search,29.6,Yes,2025-04-02,Yes,Yes,Yes,Yes,139,19.6,Medium Value
NP00897,2025-03-31,2025-03,Referral,55.78,Yes,2025-04-01,Yes,Yes,Yes,No,115,30.59,High Value
NP00914,2025-03-31,2025-03,Referral,63.14,No,,No,No,No,No,0,0,Churned
NP01233,2025-03-31,2025-03,Paid Social,98.58,No,,No,No,No,No,0,0,Churned
NP01689,2025-03-31,2025-03,Paid Social,85.33,Yes,2025-04-03,Yes,Yes,Yes,Yes,171,0.27,Low Value
NP00535,2025-04-01,2025-04,Email Campaign,11.99,No,,No,No,No,No,0,0,Churned
NP00921,2025-04-01,2025-04,Paid Social,128.72,Yes,2025-04-04,No,No,No,No,1,3.675,Churned
NP01407,2025-04-01,2025-04,Paid Social,69.75,Yes,2025-04-03,No,No,No,No,6,5.2860000000000005,Churned
NP00870,2025-04-02,2025-04,Organic Search,37.54,Yes,2025-04-02,Yes,Yes,No,No,34,3.9059999999999997,Churned
NP00936,2025-04-02,2025-04,Paid Social,97.04,No,,No,No,No,No,0,0,Churned
NP00964,2025-04-02,2025-04,Paid Social,102.42,Yes,2025-04-05,Yes,Yes,No,No,47,4.527,Churned
NP01080,2025-04-02,2025-04,Organic Search,32.85,Yes,2025-04-05,Yes,Yes,Yes,Yes,143,12.46,Medium Value
NP01530,2025-04-02,2025-04,Organic Search,36.03,Yes,2025-04-05,Yes,No,No,No,19,3.267,Churned
NP01580,2025-04-02,2025-04,Referral,54.48,Yes,2025-04-04,Yes,Yes,Yes,Yes,133,9.34,Low Value
NP01864,2025-04-02,2025-04,Paid Social,117.57,No,,No,No,No,No,0,0,Churned
NP01069,2025-04-03,2025-04,Paid Social,113.01,No,,No,No,No,No,0,0,Churned
NP02103,2025-04-03,2025-04,Email Campaign,12.9,No,,No,No,No,No,0,0,Churned
NP02194,2025-04-03,2025-04,Organic Search,46.06,Yes,2025-04-03,Yes,Yes,No,No,42,8.405999999999999,Churned
NP00297,2025-04-04,2025-04,Referral,61.55,Yes,2025-04-05,Yes,Yes,Yes,Yes,138,23.63,Medium Value
NP00379,2025-04-04,2025-04,Paid Social,100.28,No,,No,No,No,No,0,0,Churned
NP00795,2025-04-04,2025-04,Referral,74.78,Yes,2025-04-07,Yes,Yes,Yes,Yes,135,3.95,Low Value
NP02369,2025-04-04,2025-04,Paid Social,125.76,Yes,2025-04-07,No,No,No,No,3,3.27,Churned
NP00171,2025-04-05,2025-04,Organic Search,44.76,Yes,2025-04-06,Yes,Yes,Yes,No,61,24.06,Medium Value
NP01015,2025-04-05,2025-04,Paid Social,69.26,No,,No,No,No,No,0,0,Churned
NP01239,2025-04-05,2025-04,Paid Social,59.06,Yes,2025-04-05,No,No,No,No,8,6.188999999999999,Churned
NP01416,2025-04-05,2025-04,Organic Search,50.23,No,,No,No,No,No,0,0,Churned
NP01536,2025-04-05,2025-04,Paid Social,85.88,Yes,2025-04-07,No,No,No,No,9,2.844,Churned
NP01048,2025-04-06,2025-04,Organic Search,20.01,Yes,2025-04-06,No,No,No,No,5,6.8340000000000005,Churned
NP02018,2025-04-06,2025-04,Organic Search,41.91,No,,No,No,No,No,0,0,Churned
NP00394,2025-04-07,2025-04,Email Campaign,26.62,No,,No,No,No,No,0,0,Churned
NP01595,2025-04-07,2025-04,Paid Social,68.43,No,,No,No,No,No,0,0,Churned
NP00053,2025-04-08,2025-04,Paid Social,78.52,No,,No,No,No,No,0,0,Churned
NP00446,2025-04-08,2025-04,Paid Social,78.98,No,,No,No,No,No,0,0,Churned
NP01842,2025-04-08,2025-04,Referral,56.64,No,,No,No,No,No,0,0,Churned
NP00849,2025-04-09,2025-04,Organic Search,35.86,Yes,2025-04-11,Yes,Yes,Yes,Yes,146,15.92,Medium Value
NP01037,2025-04-09,2025-04,Paid Social,89.2,Yes,2025-04-09,Yes,Yes,No,No,35,4.821,Churned
NP01433,2025-04-09,2025-04,Paid Social,68.56,Yes,2025-04-12,Yes,No,No,No,13,4.871999999999999,Churned
NP02149,2025-04-09,2025-04,Organic Search,44.88,Yes,2025-04-10,Yes,No,No,No,26,4.791,Churned
NP00757,2025-04-10,2025-04,Paid Social,105.62,Yes,2025-04-11,No,No,No,No,5,5.792999999999999,Churned
NP01384,2025-04-10,2025-04,Paid Social,89.14,Yes,2025-04-12,Yes,Yes,Yes,Yes,154,26.02,High Value
NP01839,2025-04-10,2025-04,Email Campaign,19.36,Yes,2025-04-11,Yes,No,No,No,30,5.157,Churned
NP02024,2025-04-10,2025-04,Referral,67.76,Yes,2025-04-10,Yes,Yes,Yes,Yes,179,22.11,Medium Value
NP02174,2025-04-10,2025-04,Referral,62.72,Yes,2025-04-13,No,No,No,No,5,11.67,Churned
NP00314,2025-04-11,2025-04,Email Campaign,10.62,No,,No,No,No,No,0,0,Churned
NP00787,2025-04-11,2025-04,Paid Social,132.9,No,,No,No,No,No,0,0,Churned
NP01251,2025-04-11,2025-04,Referral,55.59,Yes,2025-04-12,No,No,No,No,6,10.935,Churned
NP01600,2025-04-11,2025-04,Paid Social,63.92,No,,No,No,No,No,0,0,Churned
NP02107,2025-04-11,2025-04,Organic Search,35.1,Yes,2025-04-13,No,No,No,No,1,8.232,Churned
NP02198,2025-04-11,2025-04,Organic Search,31.42,Yes,2025-04-11,Yes,Yes,Yes,No,67,8.58,Low Value
NP02277,2025-04-11,2025-04,Paid Social,80.94,Yes,2025-04-12,Yes,Yes,Yes,Yes,173,11.39,Low Value
NP00206,2025-04-12,2025-04,Email Campaign,20.19,No,,No,No,No,No,0,0,Churned
NP01341,2025-04-12,2025-04,Paid Social,90.88,No,,No,No,No,No,0,0,Churned
NP01470,2025-04-12,2025-04,Email Campaign,14.78,Yes,2025-04-14,No,No,No,No,4,0,Churned
NP00596,2025-04-13,2025-04,Organic Search,55.39,Yes,2025-04-16,Yes,Yes,Yes,No,106,21.02,Medium Value
NP00725,2025-04-13,2025-04,Email Campaign,25.42,No,,No,No,No,No,0,0,Churned
NP01948,2025-04-13,2025-04,Paid Social,91.04,Yes,2025-04-13,No,No,No,No,9,2.6999999999999997,Churned
NP00492,2025-04-15,2025-04,Paid Social,112.79,Yes,2025-04-16,No,No,No,No,3,1.494,Churned
NP00577,2025-04-15,2025-04,Organic Search,29.07,Yes,2025-04-18,Yes,Yes,Yes,Yes,139,10.96,Low Value
NP00804,2025-04-15,2025-04,Email Campaign,8.54,No,,No,No,No,No,0,0,Churned
NP00947,2025-04-15,2025-04,Email Campaign,17.06,Yes,2025-04-16,No,No,No,No,10,5.409,Churned
NP00081,2025-04-16,2025-04,Organic Search,37.37,Yes,2025-04-18,Yes,No,No,No,10,7.0889999999999995,Churned
NP00370,2025-04-16,2025-04,Referral,68.75,Yes,2025-04-19,Yes,Yes,Yes,Yes,149,7.86,Low Value
NP00495,2025-04-16,2025-04,Organic Search,24.39,Yes,2025-04-16,No,No,No,No,8,5.534999999999999,Churned
NP00566,2025-04-16,2025-04,Paid Social,85.11,Yes,2025-04-19,Yes,Yes,Yes,No,71,10.46,Low Value
NP00652,2025-04-16,2025-04,Email Campaign,13.81,No,,No,No,No,No,0,0,Churned
NP00885,2025-04-16,2025-04,Referral,56.16,Yes,2025-04-17,No,No,No,No,4,5.73,Churned
NP01097,2025-04-16,2025-04,Email Campaign,22.03,Yes,2025-04-16,Yes,Yes,Yes,Yes,120,11.04,Low Value
NP01414,2025-04-16,2025-04,Paid Social,82.52,Yes,2025-04-17,No,No,No,No,1,3.144,Churned
NP01919,2025-04-16,2025-04,Paid Social,59.45,Yes,2025-04-18,No,No,No,No,10,0,Churned
NP02242,2025-04-16,2025-04,Email Campaign,30.94,No,,No,No,No,No,0,0,Churned
